16.000000, 0.040622, 0.961794, 0.000000, 1.000000, 0.000000, 0.407055, 0
0.000000, 0.242390, 0.620280, 0.000000, 0.000000, 0.000000, 0.739726, 0
0.000000, 0.028683, 0.960300, 0.000000, 0.000000, 0.000000, 1.067797, 1
0.000000, 0.119246, 0.840418, 1.000000, 0.000000, 0.000000, 0.078670, 1
0.000000, 0.038889, 0.945346, 0.000000, 1.000000, 0.000000, 0.977941, 1
10.000000, 0.034157, 0.966416, 0.000000, 0.000000, 0.000000, 0.358792, 0
10.000000, 0.039927, 0.956677, 0.000000, 1.000000, 0.000000, 0.747541, 1
10.000000, 0.034172, 0.966402, 0.000000, 0.000000, 0.000000, 0.358172, 0
0.000000, 0.136369, 0.851542, 1.000000, 0.000000, 0.000000, 0.205175, 1
0.000000, 0.114474, 0.973123, 0.000000, 0.000000, 0.000000, 0.300738, 0
10.000000, 0.035575, 0.976081, 0.000000, 1.000000, 0.000000, 0.290779, 1
10.000000, 0.039604, 0.956690, 0.000000, 0.000000, 0.000000, 0.238757, 0
0.000000, 0.061167, 0.925730, 0.000000, 0.000000, 0.000000, 1.140845, 1
70.000000, 0.040765, 0.960744, 0.000000, 1.000000, 0.000000, 0.315394, 0
0.000000, 0.882468, 0.218346, 1.000000, 1.000000, 0.000000, 0.038262, 1
10.000000, 0.039500, 0.967033, 0.000000, 0.000000, 0.000000, 0.333889, 0
0.000000, 0.059933, 0.892322, 0.000000, 0.000000, 0.000000, 1.218182, 1
10.000000, 0.037782, 0.963418, 0.000000, 0.000000, 0.000000, 0.258044, 0
0.000000, 0.020690, 0.914918, 0.000000, 0.000000, 0.000000, 1.400000, 1
10.000000, 0.040202, 0.963826, 0.000000, 0.000000, 0.000000, 0.355629, 0
0.000000, 0.119449, 0.964264, 0.000000, 0.000000, 0.000000, 0.496172, 1
10.000000, 0.042748, 0.957640, 0.000000, 0.000000, 0.000000, 0.256924, 0
15.000000, 0.020298, 0.982896, 1.000000, 0.000000, 0.000000, 0.560725, 1
50.160000, 0.041774, 0.960704, 0.000000, 0.000000, 0.000000, 0.188729, 0
100.000000, 0.035876, 0.965295, 0.000000, 1.000000, 0.000000, 0.190104, 1
10.000000, 0.041563, 0.961068, 0.000000, 0.000000, 0.000000, 0.277577, 0
10.000000, 0.042323, 0.983521, 1.000000, 0.000000, 0.000000, 0.456853, 1
10.000000, 0.045897, 0.960826, 0.000000, 0.000000, 0.000000, 0.277615, 0
10.000000, 0.040086, 0.970684, 0.000000, 0.000000, 0.000000, 0.441978, 1
10.000000, 0.038432, 0.963089, 0.000000, 0.000000, 0.000000, 0.325326, 0
10.000000, 0.029569, 0.972572, 0.000000, 0.000000, 0.000000, 0.461538, 1
10.000000, 0.039969, 0.962528, 0.000000, 0.000000, 0.000000, 0.297393, 0
41.000000, 0.035801, 0.971027, 0.000000, 1.000000, 0.000000, 0.590833, 1
26.000000, 0.040016, 0.960802, 0.000000, 0.000000, 0.000000, 0.303623, 0
51.000000, 0.025964, 0.981615, 1.000000, 1.000000, 0.000000, 0.337901, 1
10.000000, 0.040746, 0.959373, 0.000000, 0.000000, 0.000000, 0.316891, 0
0.000000, 0.041092, 0.936761, 0.000000, 0.000000, 0.000000, 0.688889, 1
10.000000, 0.038210, 0.964551, 0.000000, 0.000000, 0.000000, 0.387464, 0
0.000000, 0.064731, 0.912666, 0.000000, 0.000000, 0.000000, 1.172414, 1
10.000000, 0.037329, 0.963477, 0.000000, 0.000000, 0.000000, 0.309929, 0
51.000000, 0.030670, 0.977175, 0.000000, 1.000000, 0.000000, 0.256409, 1
10.000000, 0.031799, 0.975802, 0.000000, 0.000000, 0.000000, 0.219317, 0
41.000000, 0.029319, 0.981952, 1.000000, 1.000000, 0.000000, 0.270614, 1
10.000000, 0.036467, 0.966150, 0.000000, 0.000000, 0.000000, 0.370646, 0
25.000000, 0.030883, 0.972976, 1.000000, 1.000000, 0.000000, 0.199400, 1
0.000000, 0.028843, 0.977387, 1.000000, 0.000000, 0.000000, 0.201593, 0
51.000000, 0.026375, 0.981100, 1.000000, 1.000000, 0.000000, 0.323693, 1
10.000000, 0.039417, 0.962681, 0.000000, 0.000000, 0.000000, 0.350797, 0
0.000000, 0.034483, 0.893141, 0.000000, 1.000000, 0.000000, 1.333333, 1
10.000000, 0.036772, 0.968250, 0.000000, 0.000000, 0.000000, 0.378987, 0
0.000000, 0.099249, 0.883124, 0.000000, 0.000000, 0.000000, 0.809091, 1
10.000000, 0.038575, 0.962947, 0.000000, 0.000000, 0.000000, 0.315868, 0
0.000000, 0.041379, 0.879380, 0.000000, 0.000000, 0.000000, 1.400000, 1
10.000000, 0.034904, 0.964245, 0.000000, 0.000000, 0.000000, 0.292576, 0
25.000000, 0.034558, 0.967617, 0.000000, 1.000000, 0.000000, 0.184260, 1
50.000000, 0.037222, 0.963252, 0.000000, 0.000000, 0.000000, 0.337973, 0
25.000000, 0.015395, 0.988543, 1.000000, 0.000000, 0.000000, 0.636508, 1
10.000000, 0.042855, 0.961578, 0.000000, 0.000000, 0.000000, 0.377455, 0
10.000000, 0.034252, 0.981153, 0.000000, 0.000000, 0.000000, 0.271414, 1
50.000000, 0.042888, 0.961419, 0.000000, 0.000000, 0.000000, 0.369634, 0
0.000000, 0.034139, 0.899861, 0.000000, 1.000000, 0.000000, 1.263158, 1
